Precinct	total_votes	votes|Susana A. Mendoza	votes|Darlene Senger	votes|Claire Ball
Schaumburg 31	728	459	247	22
Schaumburg 32	711	436	251	24
Schaumburg 33	464	273	175	16
Schaumburg 34	594	457	118	19
Schaumburg 35	386	262	115	9
Schaumburg 36	385	220	144	21
Schaumburg 37	391	245	135	11
Schaumburg 38	511	340	153	18
Schaumburg 39	814	477	311	26
Schaumburg 40	510	301	199	10
Schaumburg 41	490	280	197	13
Schaumburg 42	592	414	152	26
Schaumburg 43	457	339	104	14
Schaumburg 44	611	479	113	19
Schaumburg 45	565	386	165	14
Schaumburg 46	394	245	139	10
Schaumburg 47	531	301	213	17
Schaumburg 48	442	273	162	7
Schaumburg 49	387	263	112	12
Schaumburg 50	437	216	212	9
Schaumburg 51	426	304	107	15
Schaumburg 52	769	430	318	21
Schaumburg 53	543	314	214	15
Schaumburg 54	662	371	284	7
Schaumburg 55	482	261	205	16
Schaumburg 56	614	358	243	13
Schaumburg 57	738	381	338	19
Schaumburg 58	345	204	129	12
Schaumburg 59	739	394	328	17
Schaumburg 60	391	278	102	11
Schaumburg 61	794	492	276	26
Schaumburg 62	626	438	167	21
Schaumburg 63	505	292	201	12
Schaumburg 64	518	296	204	18
Schaumburg 65	405	270	128	7
Schaumburg 66	487	276	205	6
Schaumburg 67	522	303	203	16
Schaumburg 68	499	297	191	11
Schaumburg 69	470	276	179	15
Schaumburg 70	478	227	239	12
Schaumburg 71	496	330	146	20
Schaumburg 72	467	287	157	23
Schaumburg 73	645	380	250	15
Schaumburg 74	437	244	179	14
Schaumburg 75	491	257	224	10
Schaumburg 76	543	299	229	15
Schaumburg 77	692	462	211	19
Schaumburg 78	436	313	108	15
Stickney 1	261	146	102	13
Stickney 2	365	280	78	7
Stickney 3	703	485	206	12
Stickney 4	550	363	165	22
Stickney 5	613	395	186	32
Stickney 6	674	451	206	17
Stickney 7	286	193	83	10
Stickney 8	460	306	133	21
Stickney 9	464	310	140	14
Stickney 10	576	410	141	25
Stickney 11	531	341	171	19
Stickney 12	511	341	158	12
Stickney 13	414	293	105	16
Stickney 14	600	383	191	26
Stickney 15	560	394	152	14
Stickney 16	597	415	161	21
Stickney 17	347	226	110	11
Stickney 18	258	175	73	10
Stickney 19	434	291	125	18
Stickney 20	403	301	96	6
Thornton 1	288	271	11	6
Thornton 2	227	209	16	2
Thornton 3	444	398	35	11
Thornton 4	566	543	15	8
Thornton 5	351	312	28	11
Thornton 6	614	588	16	10
Thornton 7	466	446	12	8
Thornton 8	469	448	15	6
Thornton 9	294	280	9	5
Thornton 10	448	402	30	16
Thornton 11	250	223	20	7
Thornton 12	379	331	29	19
Thornton 13	443	336	90	17
Thornton 14	509	406	81	22
Thornton 15	454	424	19	11
Thornton 16	488	348	131	9
Thornton 17	550	438	96	16
Thornton 18	718	489	211	18
Thornton 19	599	475	113	11
Thornton 20	366	230	124	12
Thornton 21	694	594	82	18
Thornton 22	441	416	15	10
Thornton 23	441	377	50	14
Thornton 24	587	443	131	13
Thornton 25	537	381	138	18
Thornton 26	467	372	82	13
Thornton 27	615	550	42	23
Thornton 28	359	320	30	9
Thornton 29	277	261	5	11
Thornton 30	267	260	4	3
Thornton 31	134	118	12	4
Thornton 32	344	324	11	9
Thornton 33	441	417	15	9
Thornton 34	698	655	25	18
Thornton 35	688	645	34	9
Thornton 36	235	225	6	4
Thornton 37	587	427	150	10
Thornton 38	671	619	40	12
Thornton 39	360	345	9	6
Thornton 40	341	321	12	8
Thornton 41	332	300	28	4
Thornton 42	308	296	5	7
Thornton 43	447	299	134	14
Thornton 44	321	300	9	12
Thornton 45	420	413	5	2
Thornton 46	517	491	14	12
Thornton 47	383	292	84	7
Thornton 48	432	415	9	8
Thornton 49	241	231	5	5
Thornton 50	389	327	49	13
Thornton 51	430	284	134	12
Thornton 52	473	452	8	13
Thornton 53	318	308	7	3
Thornton 54	739	661	54	24
Thornton 55	335	314	14	7
Thornton 56	466	386	68	12
Thornton 57	384	243	125	16
Thornton 58	540	470	60	10
Thornton 59	344	312	21	11
Thornton 60	297	279	10	8
Thornton 61	315	278	28	9
Thornton 62	175	126	43	6
Thornton 63	250	208	38	4
Thornton 64	431	417	8	6
Thornton 65	624	450	151	23
Thornton 66	752	676	63	13
Thornton 67	669	467	174	28
Thornton 68	516	381	126	9
Thornton 69	334	319	8	7
Thornton 70	238	215	14	9
Thornton 71	259	248	9	2
Thornton 72	457	446	6	5
Thornton 73	692	622	49	21
Thornton 74	493	470	13	10
Thornton 75	459	436	15	8
Thornton 76	514	474	33	7
Thornton 77	716	662	26	28
Thornton 78	515	494	15	6
Thornton 79	617	532	68	17
Thornton 80	451	404	37	10
Thornton 81	435	398	23	14
Thornton 82	447	273	160	14
Thornton 83	624	587	23	14
Thornton 84	638	608	14	16
Thornton 85	425	407	10	8
Thornton 86	420	394	18	8
Thornton 87	661	631	16	14
Thornton 88	459	432	16	11
Thornton 89	656	610	36	10
Thornton 90	518	457	47	14
Thornton 91	489	426	56	7
Thornton 92	542	467	65	10
Thornton 93	321	301	11	9
Thornton 94	559	513	37	9
Thornton 95	349	331	6	12
Thornton 96	356	332	12	12
Thornton 97	209	161	42	6
Thornton 98	171	161	7	3
Thornton 99	400	360	29	11
Thornton 100	281	267	8	6
Thornton 101	395	380	12	3
Thornton 102	252	237	12	3
Thornton 103	268	253	11	4
Thornton 104	182	172	6	4
Thornton 105	412	394	9	9
Thornton 106	329	313	12	4
Thornton 107	666	630	31	5
Thornton 108	265	244	12	9
Thornton 109	325	308	11	6
Thornton 110	300	281	10	9
Thornton 111	335	311	15	9
Thornton 112	246	219	20	7
Thornton 113	228	218	7	3
Thornton 114	503	379	111	13
Thornton 115	468	443	13	12
Thornton 116	508	465	31	12
Thornton 117	589	453	120	16
Thornton 118	508	407	86	15
Thornton 119	443	420	13	10
Thornton 120	765	720	29	16
Thornton 121	376	351	14	11
Thornton 122	656	569	73	14
Thornton 123	339	309	25	5
Wheeling 1	542	328	206	8
Wheeling 2	450	248	193	9
Wheeling 3	626	386	219	21
Wheeling 4	426	254	158	14
Wheeling 5	573	349	209	15
Wheeling 6	380	234	128	18
Wheeling 7	855	524	313	18
Wheeling 8	442	251	176	15
Wheeling 9	430	293	128	9
Wheeling 10	762	430	301	31
Wheeling 11	765	430	315	20
Wheeling 12	847	440	381	26
Wheeling 13	545	253	278	14
Wheeling 14	497	287	200	10
Wheeling 15	561	328	221	12
Wheeling 16	221	145	65	11
Wheeling 17	521	337	168	16
Wheeling 18	543	305	219	19
Wheeling 19	794	476	297	21
Wheeling 20	694	392	277	25
Wheeling 21	453	220	227	6
Wheeling 22	684	414	247	23
Wheeling 23	585	283	289	13
Wheeling 24	539	265	268	6
Wheeling 25	718	463	229	26
Wheeling 26	882	510	344	28
Wheeling 27	891	531	347	13
Wheeling 28	834	427	387	20
Wheeling 29	355	209	137	9
Wheeling 30	834	441	371	22
Wheeling 31	428	246	171	11
Wheeling 32	426	218	193	15
Wheeling 33	311	197	97	17
Wheeling 34	777	439	311	27
Wheeling 35	569	331	231	7
Wheeling 36	928	528	378	22
Wheeling 37	623	427	179	17
Wheeling 38	681	422	235	24
Wheeling 39	649	404	220	25
Wheeling 40	627	349	254	24
Wheeling 41	1017	538	455	24
Wheeling 42	797	438	334	25
Wheeling 43	548	344	186	18
Wheeling 44	721	382	325	14
Wheeling 45	499	313	176	10
Wheeling 46	961	511	422	28
Wheeling 47	469	286	170	13
Wheeling 48	518	305	198	15
Wheeling 49	658	467	167	24
Wheeling 50	446	325	101	20
Wheeling 51	709	400	298	11
Wheeling 52	513	329	182	2
Wheeling 53	693	339	335	19
Wheeling 54	745	357	370	18
Wheeling 55	596	377	206	13
Wheeling 56	524	316	192	16
Wheeling 57	716	397	298	21
Wheeling 58	485	255	219	11
Wheeling 59	657	402	234	21
Wheeling 60	438	297	129	12
Wheeling 61	739	360	350	29
Wheeling 62	682	391	268	23
Wheeling 63	448	290	146	12
Wheeling 64	843	543	274	26
Wheeling 65	785	421	350	14
Wheeling 66	758	452	287	19
Wheeling 67	379	276	99	4
Wheeling 68	377	197	174	6
Wheeling 69	585	355	214	16
Wheeling 70	826	503	296	27
Wheeling 71	952	539	388	25
Wheeling 72	583	340	221	22
Wheeling 73	576	359	202	15
Wheeling 74	431	276	144	11
Wheeling 75	604	346	242	16
Wheeling 76	674	443	205	26
Wheeling 77	225	161	59	5
Wheeling 78	904	547	334	23
Wheeling 79	534	340	184	10
Wheeling 80	434	295	118	21
Wheeling 81	499	306	183	10
Wheeling 82	800	487	293	20
Wheeling 83	941	500	419	22
Wheeling 84	738	482	232	24
Wheeling 85	488	264	215	9
Wheeling 86	705	397	297	11
Wheeling 87	579	340	229	10
Wheeling 88	662	447	197	18
Wheeling 89	368	233	125	10
Wheeling 90	591	342	232	17
Wheeling 91	741	468	254	19
Wheeling 92	930	509	397	24
Worth 1	281	182	91	8
Worth 2	599	357	224	18
Worth 3	580	352	214	14
Worth 4	733	565	147	21
Worth 5	595	330	250	15
Worth 6	547	317	206	24
Worth 7	551	250	286	15
Worth 8	578	449	105	24
Worth 9	609	412	180	17
Worth 10	670	489	161	20
Worth 11	562	367	178	17
Worth 12	332	216	102	14
Worth 13	613	418	180	15
Worth 14	482	383	86	13
Worth 15	727	516	194	17
Worth 16	685	389	270	26
Worth 17	566	454	97	15
Worth 18	451	171	268	12
Worth 19	539	369	145	25
Worth 20	378	295	75	8
Worth 21	734	509	211	14
Worth 22	438	276	149	13
Worth 23	584	318	252	14
Worth 24	266	223	37	6
Worth 25	627	417	192	18
Worth 26	406	270	118	18
Worth 27	454	265	172	17
Worth 28	368	269	90	9
Worth 29	453	383	57	13
Worth 30	589	379	193	17
Worth 31	686	505	156	25
Worth 32	377	240	132	5
Worth 33	504	320	171	13
Worth 34	497	376	103	18
Worth 35	594	353	230	11
Worth 36	581	416	150	15
Worth 37	412	347	49	16
Worth 38	614	478	121	15
Worth 39	513	319	175	19
Worth 40	571	404	153	14
Worth 41	302	191	104	7
Worth 42	451	284	151	16
Worth 43	328	310	8	10
Worth 44	355	217	125	13
Worth 45	462	286	156	20
Worth 46	676	419	233	24
Worth 47	294	197	90	7
Worth 48	421	257	147	17
Worth 49	345	214	127	4
Worth 50	619	357	247	15
Worth 51	374	210	147	17
Worth 52	346	196	137	13
Worth 53	533	338	178	17
Worth 54	580	401	155	24
Worth 55	276	183	84	9
Worth 56	553	318	223	12
Worth 57	610	407	180	23
Worth 58	590	381	190	19
Worth 59	709	600	85	24
Worth 60	313	181	128	4
Worth 61	451	265	158	28
Worth 62	316	187	121	8
Worth 63	518	357	148	13
Worth 64	774	387	365	22
Worth 65	843	390	433	20
Worth 66	394	227	158	9
Worth 67	329	164	149	16
Worth 68	441	375	55	11
Worth 69	639	478	128	33
Worth 70	651	413	217	21
Worth 71	434	246	168	20
Worth 72	595	419	160	16
Worth 73	339	251	77	11
Worth 74	281	177	97	7
Worth 75	636	404	205	27
Worth 76	259	179	64	16
Worth 77	550	354	179	17
Worth 78	660	419	214	27
Worth 79	367	185	173	9
Worth 80	619	493	102	24
Worth 81	405	209	178	18
Worth 82	519	304	194	21
Worth 83	235	186	40	9
Worth 84	548	344	188	16
Worth 85	555	352	182	21
Worth 86	510	321	169	20
Worth 87	472	285	171	16
Worth 88	321	217	100	4
Worth 89	732	355	365	12
Worth 90	572	399	145	28
Worth 91	308	192	109	7
Worth 92	557	357	186	14
Worth 93	306	205	96	5
Worth 94	577	377	181	19
Worth 95	598	296	287	15
Worth 96	650	506	125	19
Worth 97	441	369	63	9
Worth 98	611	389	211	11
Worth 99	325	189	122	14
Worth 100	550	343	196	11
