Precinct	total_votes	votes|Richard J. Durbin	votes|Mark C. Curran Jr.	votes|Willie L. Wilson	votes|David F. Black	votes|Danny Malouf
Schaumburg 53	715	438	247	14	7	9
Schaumburg 54	953	554	372	13	8	6
Schaumburg 55	649	345	284	13	1	6
Schaumburg 56	840	464	335	28	6	7
Schaumburg 57	968	489	442	25	4	8
Schaumburg 58	533	306	199	10	4	14
Schaumburg 59	993	479	480	17	4	13
Schaumburg 60	592	382	174	14	13	9
Schaumburg 61	1100	636	407	38	9	10
Schaumburg 62	925	578	303	16	13	15
Schaumburg 63	695	355	309	15	7	9
Schaumburg 64	697	399	272	10	6	10
Schaumburg 65	616	391	207	8	8	2
Schaumburg 66	712	414	276	6	6	10
Schaumburg 67	758	423	309	11	9	6
Schaumburg 68	719	396	302	12	2	7
Schaumburg 69	623	351	250	11	2	9
Schaumburg 70	652	286	330	18	9	9
Schaumburg 71	733	473	236	8	7	9
Schaumburg 72	720	431	251	12	11	15
Schaumburg 73	939	509	393	17	10	10
Schaumburg 74	587	310	252	12	6	7
Schaumburg 75	616	321	274	9	6	6
Schaumburg 76	766	402	324	24	7	9
Schaumburg 77	1002	602	340	27	16	17
Schaumburg 78	698	444	228	14	8	4
Stickney 1	365	192	130	30	10	3
Stickney 2	537	348	144	27	11	7
Stickney 3	1023	590	362	51	9	11
Stickney 4	809	440	325	26	7	11
Stickney 5	928	522	354	38	5	9
Stickney 6	1013	562	388	45	6	12
Stickney 7	443	287	133	19	2	2
Stickney 8	724	414	257	36	7	10
Stickney 9	676	380	252	31	5	8
Stickney 10	824	504	254	45	9	12
Stickney 11	767	429	265	50	13	10
Stickney 12	784	445	290	29	11	9
Stickney 13	636	376	218	28	7	7
Stickney 14	928	477	386	37	15	13
Stickney 15	833	504	276	35	10	8
Stickney 16	848	537	222	65	11	13
Stickney 17	502	304	129	45	13	11
Stickney 18	443	244	165	16	10	8
Stickney 19	642	395	179	52	8	8
Stickney 20	584	369	171	31	6	7
Thornton 1	347	280	10	54	2	1
Thornton 2	307	242	26	32	5	2
Thornton 3	647	514	43	80	6	4
Thornton 4	698	589	11	96	1	1
Thornton 5	499	357	45	88	3	6
Thornton 6	754	621	21	107	2	3
Thornton 7	514	439	9	63	1	2
Thornton 8	666	543	11	107	4	1
Thornton 9	309	250	8	51	0	0
Thornton 10	623	498	39	78	3	5
Thornton 11	344	270	14	51	8	1
Thornton 12	539	412	38	77	10	2
Thornton 13	602	412	92	83	5	10
Thornton 14	656	469	89	92	1	5
Thornton 15	573	445	18	102	4	4
Thornton 16	663	404	170	79	5	5
Thornton 17	793	563	118	100	9	3
Thornton 18	1013	613	290	84	6	20
Thornton 19	811	551	150	100	7	3
Thornton 20	505	267	186	42	5	5
Thornton 21	875	646	95	125	8	1
Thornton 22	538	435	11	88	2	2
Thornton 23	560	436	46	71	3	4
Thornton 24	777	562	148	51	9	7
Thornton 25	648	437	152	48	6	5
Thornton 26	575	394	107	71	1	2
Thornton 27	784	625	49	103	4	3
Thornton 28	441	321	30	85	4	1
Thornton 29	312	248	2	62	0	0
Thornton 30	369	297	15	53	3	1
Thornton 31	221	161	24	35	1	0
Thornton 32	456	356	10	79	7	4
Thornton 33	566	457	12	92	4	1
Thornton 34	849	669	21	152	4	3
Thornton 35	891	711	45	121	9	5
Thornton 36	277	212	4	60	1	0
Thornton 37	747	500	135	101	6	5
Thornton 38	882	721	56	100	4	1
Thornton 39	417	333	9	72	2	1
Thornton 40	417	349	8	58	1	1
Thornton 41	393	304	24	62	2	1
Thornton 42	380	293	12	71	3	1
Thornton 43	579	340	170	60	3	6
Thornton 44	424	330	13	78	2	1
Thornton 45	513	408	7	96	1	1
Thornton 46	636	493	12	127	2	2
Thornton 47	525	352	116	49	2	6
Thornton 48	563	450	3	100	3	7
Thornton 49	310	248	6	55	1	0
Thornton 50	518	379	67	68	1	3
Thornton 51	559	352	161	37	5	4
Thornton 52	599	470	5	119	3	2
Thornton 53	415	315	9	81	7	3
Thornton 54	902	727	57	109	5	4
Thornton 55	461	374	26	54	6	1
Thornton 56	597	428	79	80	7	3
Thornton 57	472	268	149	46	7	2
Thornton 58	700	532	71	90	3	4
Thornton 59	415	322	23	63	6	1
Thornton 60	375	290	14	68	1	2
Thornton 61	402	315	37	46	2	2
Thornton 62	238	162	53	19	0	4
Thornton 63	373	261	50	58	4	0
Thornton 64	471	392	6	68	5	0
Thornton 65	876	548	227	75	11	15
Thornton 66	885	706	58	110	8	3
Thornton 67	827	563	177	60	15	12
Thornton 68	703	457	162	73	5	6
Thornton 69	411	318	5	84	3	1
Thornton 70	322	248	8	63	3	0
Thornton 71	313	247	7	56	2	1
Thornton 72	591	489	15	84	2	1
Thornton 73	896	703	63	124	3	3
Thornton 74	643	525	14	99	4	1
Thornton 75	545	438	9	97	1	0
Thornton 76	706	566	43	91	4	2
Thornton 77	931	740	13	169	5	4
Thornton 78	625	503	14	102	3	3
Thornton 79	614	480	52	76	3	3
Thornton 80	569	463	40	60	4	2
Thornton 81	543	439	22	77	3	2
Thornton 82	592	312	211	55	7	7
Thornton 83	795	627	19	146	3	0
Thornton 84	767	633	11	114	5	4
Thornton 85	484	393	9	77	4	1
Thornton 86	518	419	14	78	1	6
Thornton 87	810	660	11	133	3	3
Thornton 88	587	479	11	93	3	1
Thornton 89	803	637	39	120	5	2
Thornton 90	616	487	40	85	4	0
Thornton 91	580	458	46	70	4	2
Thornton 92	726	568	54	99	2	3
Thornton 93	404	308	14	77	3	2
Thornton 94	689	554	36	94	4	1
Thornton 95	370	299	2	66	2	1
Thornton 96	469	376	16	70	3	4
Thornton 97	304	218	45	38	1	2
Thornton 98	237	179	9	46	1	2
Thornton 99	525	411	39	71	3	1
Thornton 100	363	266	15	77	5	0
Thornton 101	498	391	13	91	3	0
Thornton 102	350	247	14	78	6	5
Thornton 103	333	260	8	62	2	1
Thornton 104	230	172	6	50	2	0
Thornton 105	515	410	11	90	3	1
Thornton 106	376	294	8	70	2	2
Thornton 107	773	654	29	86	1	3
Thornton 108	349	253	19	73	2	2
Thornton 109	386	289	18	67	7	5
Thornton 110	366	288	5	71	1	1
Thornton 111	386	303	11	70	1	1
Thornton 112	338	274	27	30	2	5
Thornton 113	288	226	7	49	6	0
Thornton 114	601	388	137	69	2	5
Thornton 115	579	488	12	73	3	3
Thornton 116	668	504	57	94	5	8
Thornton 117	730	473	166	85	5	1
Thornton 118	589	447	91	38	9	4
Thornton 119	572	449	18	99	3	3
Thornton 120	956	750	51	144	9	2
Thornton 121	439	353	10	71	3	2
Thornton 122	860	642	90	119	3	6
Thornton 123	421	332	34	54	0	1
Wheeling 1	818	422	363	20	8	5
Wheeling 2	573	307	233	16	6	11
Wheeling 3	797	465	285	25	7	15
Wheeling 4	574	364	180	12	10	8
Wheeling 5	745	476	238	9	12	10
Wheeling 6	522	303	199	4	8	8
Wheeling 7	992	601	348	25	6	12
Wheeling 8	550	310	222	7	5	6
Wheeling 9	736	454	254	17	8	3
Wheeling 10	999	579	381	16	9	14
Wheeling 11	1108	593	470	25	7	13
Wheeling 12	1154	561	538	36	9	10
Wheeling 13	752	363	355	20	6	8
Wheeling 14	609	344	244	13	4	4
Wheeling 15	648	383	235	15	6	9
Wheeling 16	374	221	126	14	6	7
Wheeling 17	742	416	304	8	10	4
Wheeling 18	734	419	279	20	5	11
Wheeling 19	981	590	356	15	6	14
Wheeling 20	858	509	310	31	2	6
Wheeling 21	565	276	276	9	2	2
Wheeling 22	884	541	305	18	9	11
Wheeling 23	726	359	349	10	2	6
Wheeling 24	576	306	264	3	1	2
Wheeling 25	940	618	289	20	2	11
Wheeling 26	1115	630	434	18	13	20
Wheeling 27	1174	688	449	22	7	8
Wheeling 28	1052	530	471	24	7	20
Wheeling 29	488	274	194	14	3	3
Wheeling 30	1108	553	518	24	6	7
Wheeling 31	567	319	220	15	4	9
Wheeling 32	534	269	244	10	4	7
Wheeling 33	535	318	187	9	15	6
Wheeling 34	1049	599	420	11	6	13
Wheeling 35	707	374	315	4	10	4
Wheeling 36	1098	635	420	18	8	17
Wheeling 37	935	657	248	17	6	7
Wheeling 38	967	561	358	24	6	18
Wheeling 39	872	535	298	21	12	6
Wheeling 40	864	450	378	22	6	8
Wheeling 41	1307	721	533	29	10	14
Wheeling 42	1107	572	494	28	5	8
Wheeling 43	961	589	340	18	5	9
Wheeling 44	966	481	452	18	5	10
Wheeling 45	621	385	205	13	6	12
Wheeling 46	1268	636	580	27	13	12
Wheeling 47	728	379	318	17	7	7
Wheeling 48	671	391	247	19	7	7
Wheeling 49	1121	747	318	19	16	21
Wheeling 50	620	424	159	16	8	13
Wheeling 51	967	491	435	20	9	12
Wheeling 52	661	397	245	8	3	8
Wheeling 53	882	460	390	17	7	8
Wheeling 54	984	432	504	29	9	10
Wheeling 55	808	509	269	15	8	7
Wheeling 56	718	403	278	16	7	14
Wheeling 57	891	490	368	16	6	11
Wheeling 58	700	352	319	14	8	7
Wheeling 59	945	509	373	22	19	22
Wheeling 60	552	383	154	8	2	5
Wheeling 61	984	439	498	24	14	9
Wheeling 62	920	533	349	16	11	11
Wheeling 63	720	397	291	13	12	7
Wheeling 64	1156	711	394	22	12	17
Wheeling 65	1049	566	441	27	9	6
Wheeling 66	979	559	383	17	10	10
Wheeling 67	429	300	124	3	0	2
Wheeling 68	477	251	219	4	0	3
Wheeling 69	766	488	241	13	10	14
Wheeling 70	1018	604	379	12	12	11
Wheeling 71	1204	679	485	13	14	13
Wheeling 72	746	430	270	20	13	13
Wheeling 73	821	496	298	5	9	13
Wheeling 74	553	362	166	8	8	9
Wheeling 75	851	473	348	17	7	6
Wheeling 76	1087	630	418	16	12	11
Wheeling 77	389	254	115	10	6	4
Wheeling 78	1171	697	439	11	9	15
Wheeling 79	694	414	257	11	5	7
Wheeling 80	732	428	253	25	14	12
Wheeling 81	599	358	228	4	3	6
Wheeling 82	1073	632	387	23	21	10
Wheeling 83	1136	650	447	28	6	5
Wheeling 84	1130	708	361	28	17	16
Wheeling 85	675	350	300	16	7	2
Wheeling 86	897	485	381	20	4	7
Wheeling 87	757	431	298	13	7	8
Wheeling 88	939	580	322	17	7	13
Wheeling 89	505	298	193	7	3	4
Wheeling 90	742	404	312	18	5	3
Wheeling 91	900	588	293	10	5	4
Wheeling 92	1189	669	478	19	10	13
Worth 1	431	244	161	18	4	4
Worth 2	860	459	324	48	8	21
Worth 3	728	399	278	33	11	7
Worth 4	996	673	227	59	16	21
Worth 5	806	378	358	53	8	9
Worth 6	825	404	353	51	7	10
Worth 7	741	301	384	41	7	8
Worth 8	814	523	176	88	16	11
Worth 9	804	431	293	66	7	7
Worth 10	860	561	223	57	11	8
Worth 11	752	435	270	33	7	7
Worth 12	474	283	152	24	3	12
Worth 13	807	484	243	66	6	8
Worth 14	632	448	117	56	5	6
Worth 15	965	578	289	78	8	12
Worth 16	957	448	434	45	12	18
Worth 17	785	526	151	83	18	7
Worth 18	542	199	300	34	2	7
Worth 19	696	445	173	62	7	9
Worth 20	521	357	113	41	5	5
Worth 21	1006	556	369	52	15	14
Worth 22	597	319	232	33	11	2
Worth 23	849	419	352	58	11	9
Worth 24	436	336	61	25	14	0
Worth 25	863	485	313	46	8	11
Worth 26	640	373	223	33	6	5
Worth 27	603	315	247	24	10	7
Worth 28	533	349	123	43	11	7
Worth 29	405	280	63	60	1	1
Worth 30	797	449	286	39	9	14
Worth 31	880	548	241	70	6	15
Worth 32	508	260	215	27	3	3
Worth 33	734	382	301	34	8	9
Worth 34	696	433	191	53	8	11
Worth 35	856	461	342	34	9	10
Worth 36	797	491	236	53	11	6
Worth 37	509	357	71	70	7	4
Worth 38	741	503	147	80	4	7
Worth 39	673	365	263	36	4	5
Worth 40	771	496	215	49	8	3
Worth 41	404	217	156	26	1	4
Worth 42	642	351	218	52	8	13
Worth 43	382	304	9	63	2	4
Worth 44	522	280	215	17	5	5
Worth 45	616	332	227	44	8	5
Worth 46	902	456	373	48	5	20
Worth 47	435	248	156	25	2	4
Worth 48	535	279	210	36	4	6
Worth 49	460	241	178	29	8	4
Worth 50	720	367	299	43	6	5
Worth 51	515	217	256	32	3	7
Worth 52	463	247	166	44	3	3
Worth 53	759	422	280	38	14	5
Worth 54	763	454	235	61	6	7
Worth 55	420	258	122	26	3	11
Worth 56	729	338	345	32	9	5
Worth 57	837	484	293	44	8	8
Worth 58	784	451	273	40	10	10
Worth 59	866	642	114	92	6	12
Worth 60	450	217	205	23	2	3
Worth 61	621	309	261	37	6	8
Worth 62	433	212	195	23	2	1
Worth 63	695	417	200	61	8	9
Worth 64	1008	435	501	43	16	13
Worth 65	1060	441	527	72	8	12
Worth 66	607	290	276	31	5	5
Worth 67	509	231	237	29	5	7
Worth 68	543	403	76	56	1	7
Worth 69	840	537	186	95	12	10
Worth 70	871	481	312	58	9	11
Worth 71	596	307	244	31	4	10
Worth 72	793	477	228	76	6	6
Worth 73	480	283	135	48	8	6
Worth 74	305	164	127	9	3	2
Worth 75	932	495	364	48	14	11
Worth 76	372	234	107	20	5	6
Worth 77	761	420	289	42	6	4
Worth 78	919	507	338	54	7	13
Worth 79	481	194	249	29	3	6
Worth 80	791	558	129	88	6	10
Worth 81	538	223	275	31	6	3
Worth 82	685	344	278	44	5	14
Worth 83	330	214	80	32	1	3
Worth 84	782	398	318	51	11	4
Worth 85	735	404	267	48	10	6
Worth 86	733	405	278	42	4	4
Worth 87	627	358	224	21	9	15
Worth 88	442	253	146	37	2	4
Worth 89	942	403	475	53	5	6
Worth 90	838	494	265	53	11	15
Worth 91	384	214	143	25	1	1
Worth 92	771	439	270	55	3	4
Worth 93	412	224	155	24	7	2
Worth 94	843	448	335	34	10	16
Worth 95	790	345	381	49	6	9
Worth 96	867	572	196	83	7	9
Worth 97	586	425	95	52	9	5
Worth 98	826	463	326	27	4	6
Worth 99	473	254	181	23	8	7
Worth 100	787	405	342	31	5	4
